species_id,common_name,scientific_name,life_type,category,feeding_status,environment_status,space_status,social_status,care_status,gap_fields,commonness_proxy,risk_proxy,priority_score
"sp_0286","幻彩蓝雷龙 (改良)","Channa andrao var. Super Blue","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0287","球形红鼻灯","Hemigrammus bleheri var. Balloon","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0288","白金黑裙鱼 (长鳍)","Gymnocorymbus ternetzi var. Platinum Longfin","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0289","荧光红斑马","Danio rerio var. Glo Red","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0290","荧光绿斑马","Danio rerio var. Glo Green","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0291","荧光橙斑马","Danio rerio var. Glo Orange","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0292","球形金玛丽","Poecilia latipinna var. Gold Balloon","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0293","球形黑玛丽","Poecilia sphenops var. Black Balloon","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0294","红眼白子红裙 (球形)","Gymnocorymbus ternetzi var. Albino Balloon","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0295","长鳍电光美人","Melanotaenia praecox var. Longfin","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0296","红利鱼 (改良)","Lutjanus kasmira var.","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0297","黄金草莓鱼 (海水)","Pseudochromis sp. Gold","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0298","迷你矮珍珠","Hemianthus callitrichoides","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0299","牛毛毡","Eleocharis acicularis","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0300","挖耳草","Utricularia graminifolia","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0301","辣椒榕 (蓝调)","Bucephalandra sp. Blue","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0302","迷你水榕","Anubias barteri var. nana 'Petite'","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0303","红宫廷","Rotala rotundifolia 'Red'","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0304","绿宫廷","Rotala rotundifolia 'Green'","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0305","铁皇冠","Microsorum pteropus","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0306","黑木蕨","Bolbitis heudelotii","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0307","三角莫斯","Vesicularia dubyana","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0308","凤尾藓","Fissidens fontanus","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0309","绿温蒂椒草","Cryptocoryne wendtii 'Green'","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0310","大叶皇冠","Echinodorus amazonicus","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0311","圆心萍","Limnobium laevigatum","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0312","红荷根","Nymphaea lotus","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0313","蜈蚣草","Egeria densa","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0314","南美叉柱花","Staurogyne repens","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0315","红太阴","Ludwigia inclinata var. verticillata","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0316","绿羽毛","Myriophyllum aquaticum","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0317","大蜻蜓椒草","Cryptocoryne aponogetifolia","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0318","气泡珊瑚","Plerogyra sinuosa","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0319","火炬珊瑚","Euphyllia glabrescens","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0320","皮革珊瑚","Sarcophyton sp.","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0321","草皮珊瑚","Pachyclavularia violacea","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0322","蛙卵珊瑚","Euphyllia divisas","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0323","尼罗河珊瑚","Catalaphyllia jardinei","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0324","红菇珊瑚","Actinodiscus sp.","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0325","紫点海葵","Heteractis crispa","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0326","八字脑珊瑚","Trachyphyllia geoffroyi","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0327","管虫 (五彩)","Sabellastarte sp.","coral","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0328","红海星","Fromia milleporella","coral","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0329","鹿角珊瑚 (SPS)","Acropora sp.","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0330","纽扣珊瑚 (动物之森)","Zoanthus sp.","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0331","太阳花珊瑚","Tubastraea faulkneri","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0332","幻彩纽扣","Palythoa sp.","fish","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0333","蓝地毯海葵","Stichodactyla haddoni Blue","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0334","长须地毯","Stichodactyla gigantea","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0335","丁香珊瑚","Clavularia sp.","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0336","炮仗花","Tubastraea coccinea","fish","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0337","千手珊瑚","Xenia sp.","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0338","白金西非凤凰","Pelvicachromis pulcher var. Albino","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0339","红眼金灯","Hemigrammus rodwayi var. Gold","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0340","球形红十字灯","Aphyocharax anisitsi var. Balloon","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0341","长鳍白金黑裙","Gymnocorymbus ternetzi var. Longfin White","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0342","黄金背蓝钻虾","Neocaridina davidi var. Blue Gold","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0343","青龙石","Hardscape - Seiryu Stone","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0344","松皮石","Hardscape - Ohko Stone","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0345","火山石","Hardscape - Lava Rock","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0346","沉木 (流木)","Hardscape - Driftwood","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0347","杜鹃根","Hardscape - Azalea Root","hardscape","鱼类","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0348","红白虎头金鱼","Carassius auratus var. Tigerhead","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0349","蓝寿 (五花)","Carassius auratus var. Calico Ranchu","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0350","黑狮头金鱼","Carassius auratus var. Black Oranda","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0351","红白蝶尾","Carassius auratus var. Butterfly Tail","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0352","水草泥 (底床)","Hardscape - Aqua Soil","hardscape","水草","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0353","溪流砂","Hardscape - River Sand","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0354","细叶皇冠","Echinodorus tenellus","plant","水草","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0355","小水兰","Vallisneria nana","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0356","大水兰","Vallisneria gigantea","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0357","莫斯墙 (大三角)","Vesicularia sp. Giant","plant","鱼类","not_applicable","needs_research","needs_research","not_applicable","reviewed_supported","environment|space","catalog_only","standard","10"
"sp_0358","红尾玻璃灯 (改良)","Prionobrama filigera var.","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0359","红眼蓝钻灯","Boehlkea fredcochui var. Blue","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0360","白金黑霓虹灯","Hyphessobrycon herbertaxelrodi var.","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0361","长鳍白云金丝 (改良)","Tanichthys albonubes var.","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0362","黄金灯","Hemigrammus rodwayi","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0363","荧光紫斑马","Danio rerio var. Glo Purple","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0364","荧光粉斑马","Danio rerio var. Glo Pink","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0365","红利鱼 (长鳍型)","Lutjanus kasmira var.","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0366","五彩青蛙 (改良型)","Synchiropus splendidus var.","fish","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0367","雪花纽扣珊瑚","Zoanthus sp. Snowflake","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0368","荧光绿尼罗河珊瑚","Catalaphyllia jardinei var. Green","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0369","糖果脑珊瑚","Micromussa lordhowensis","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0370","海葵 (红奶嘴)","Entacmaea quadricolor var. Red","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0371","蓝海绵","Haliclona sp. Blue","coral","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0372","球形蓝宝石鱼","Andinoacara pulcher var. Balloon","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0373","球形红宝石鱼","Hemichromis bimaculatus var. Balloon","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0374","球形地图鱼","Astronotus ocellatus var. Balloon","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0375","白金黑霓虹灯 (球形)","Hyphessobrycon herbertaxelrodi var. Balloon","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0376","黄金斑马异型 (L134改良版)","Peckoltia compta var. Super Gold","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0377","海月水母","Aurelia aurita","coral","水母","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0378","赤月水母","Aurelia coerulea","coral","水母","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0379","大西洋海刺水母","Chrysaora quinquecirrha","coral","水母","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0380","澳洲斑点水母","Phyllorhiza punctata","coral","水母","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0381","倒立水母","Cassiopea andromeda","coral","水母","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0382","黑星海刺水母","Chrysaora melanaster","coral","水母","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0383","蛋黄水母","Cotylorhiza tuberculata","coral","水母","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0384","天草水母","Sanderia malayensis","coral","水母","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0385","雪白金金鱼 (改良)","Carassius auratus var. White Gold","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0386","黑金刚龙睛","Carassius auratus var. Black Moor","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0387","熊猫蝶尾 (极品)","Carassius auratus var. Panda Butterfly","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0388","血钻神仙 (改良)","Pterophyllum scalare var. Super Red","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0389","白金半月斗鱼","Betta splendens var. Platinum","fish","慈鲷/斗鱼","template_only","needs_research","inherited_reviewed","inherited_reviewed","reviewed_supported","feeding|environment","catalog_only","elevated","12"
"sp_0390","红白狮头斗鱼","Betta splendens var. Kohaku Crown","fish","慈鲷/斗鱼","template_only","needs_research","inherited_reviewed","inherited_reviewed","reviewed_supported","feeding|environment","catalog_only","elevated","12"
"sp_0391","蓝龙将军斗鱼","Betta splendens var. Blue Dragon","fish","慈鲷/斗鱼","template_only","needs_research","inherited_reviewed","inherited_reviewed","reviewed_supported","feeding|environment","catalog_only","elevated","12"
"sp_0392","黄金胡子 (雪花型)","Ancistrus sp. Snowflake Gold","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0393","大帆白金红裙","Gymnocorymbus ternetzi var. Platinum Longfin","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0394","荧光橙经鱼","Gymnocorymbus ternetzi var. Glo Orange","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0395","黄金大帆飞狐","Crossocheilus langei var. Gold Longfin","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0396","蓝珍珠米虾","Neocaridina davidi var. Blue Pearl","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0397","红白水晶虾 (SSS级)","Caridina cantonensis var. Flower","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0398","黑金刚水晶虾 (多纹)","Caridina cantonensis var. Panda","invertebrate","虾螺蟹","needs_research","needs_research","inherited_reviewed","inherited_reviewed","template_only","feeding|environment|care","catalog_only","elevated","17"
"sp_0399","白金蓝魔鬼 (海水)","Chrysiptera cyanea var. Platinum","fish","海水鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0400","荧光绿尼罗河珊瑚 (改良)","Catalaphyllia jardinei var. Ultra Green","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0401","红奶嘴海葵 (分裂种)","Entacmaea quadricolor var. Rose","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0402","绿地毯海葵 (长须)","Stichodactyla gigantea var. Green","coral","珊瑚/海水无脊椎","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0403","黄金纽扣珊瑚 (大规格)","Zoanthus sp. Gold Center","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0404","紫晶八字脑珊瑚","Trachyphyllia geoffroyi var. Purple","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0405","红炮仗花珊瑚","Tubastraea coccinea var. Red","coral","珊瑚/海水无脊椎","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0406","五彩青蛙 (大规格改良)","Synchiropus splendidus var. XL","fish","海水鱼","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0407","血红龙 (A级)","Scleropages formosus var. Blood Red A","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0408","金头过背金龙","Scleropages formosus var. Gold Head","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0409","白子黑白魟","Potamotrygon leopoldi var. Albino","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0410","皇冠黑白魟 (点位改良)","Potamotrygon leopoldi var. Eclipse","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0411","蓝宝石雷龙 (特级选育)","Channa stewartii var. Karbi Anglong","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0412","幻彩红雷龙 (改良)","Channa andrao var. Red","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0413","黄金眼镜蛇蛇鱼 (长鳍)","Pangio kuhlii var. Longfin","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0414","白金黑帝魔 (长鳍)","Geophagus sp. var. Longfin Platinum","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0415","红眼白子红剑 (高鳍)","Xiphophorus hellerii var. High Fin","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0416","球形蓝宝石鱼 (特级)","Andinoacara pulcher var. Super Balloon","fish","硬景/底床","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0417","血钻波子 (球形)","Mikrogeophagus ramirezi var. Super Red Balloon","fish","慈鲷/斗鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0418","黄金大帆胡子 (红眼)","Ancistrus sp. Albino Longfin","fish","鲶鱼/异型","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0419","荧光橙斑马 (长鳍)","Danio rerio var. Glo Orange Longfin","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
"sp_0420","球形金曼龙 (大规格)","Trichopodus trichopterus var. Balloon Gold XL","fish","鱼类","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0421","白金黑裙 (球形长鳍)","Gymnocorymbus ternetzi var. Platinum Balloon Longfin","fish","灯科鱼","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","elevated","3"
"sp_0422","火山石景观板","Hardscape - Lava Plate","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0423","青龙石景观组","Hardscape - Iwagumi Set","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0424","南美沉木景观树","Hardscape - Bonsai Wood","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0425","ADA风格化妆砂","Hardscape - Cosmetic Sand","hardscape","硬景/底床","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","","catalog_only","standard","0"
"sp_0426","极地白云金丝","Tanichthys albonubes var. Polar","fish","鱼类","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0427","大和藻虾","Caridina multidentata","invertebrate","虾螺蟹","template_only","needs_research","needs_research","needs_research","reviewed_supported","feeding|environment|space|social","catalog_only","standard","19"
"sp_0428","斑马螺","Neritina natalensis","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","launch_cohort","elevated","9"
"sp_0429","神秘螺","Pomacea bridgesii","invertebrate","虾螺蟹","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","reviewed_unknown","","catalog_only","standard","0"
